Guess,Correct,Misplaced,SecretCode,Win,NumGuesses
"['6', '5', '2', '2']",0,2,4655,False,10
"['1', '1', '4', '5']",1,1,4655,False,10
"['2', '1', '4', '4']",0,1,4655,False,10
"['1', '6', '2', '6']",1,0,4655,False,10
"['5', '1', '2', '6']",0,2,4655,False,10
"['4', '4', '1', '4']",1,0,4655,False,10
"['4', '4', '2', '5']",2,0,4655,False,10
"['1', '5', '5', '4']",1,2,4655,False,10
"['2', '5', '4', '5']",1,2,4655,False,10
"['5', '6', '3', '3']",1,2,3652,False,10
"['6', '6', '6', '3']",1,1,3652,False,10
"['4', '4', '4', '1']",0,0,3652,False,10
"['6', '5', '3', '1']",0,3,3652,False,10
"['5', '6', '4', '1']",1,1,3652,False,10
"['1', '4', '1', '5']",0,1,3652,False,10
"['3', '4', '2', '2']",2,0,3652,False,10
"['4', '1', '2', '4']",0,1,3652,False,10
"['2', '3', '5', '3']",1,2,3652,False,10
"['3', '5', '1', '5']",1,1,3652,False,10
"['4', '1', '5', '6']",0,1,1231,False,10
"['1', '2', '2', '4']",2,0,1231,False,10
"['2', '2', '1', '5']",1,1,1231,False,10
"['5', '2', '3', '6']",2,0,1231,False,10
"['2', '4', '3', '2']",1,1,1231,False,10
"['4', '3', '2', '2']",0,2,1231,False,10
"['1', '1', '2', '2']",1,2,1231,False,10
"['6', '1', '4', '6']",0,1,1231,False,10
"['2', '6', '4', '3']",0,2,1231,False,10
"['1', '1', '3', '5']",2,1,1231,False,10
"['3', '2', '2', '1']",0,1,1566,False,10
"['6', '2', '1', '1']",0,2,1566,False,10
"['4', '2', '4', '2']",0,0,1566,False,10
"['4', '3', '6', '2']",1,0,1566,False,10
"['1', '4', '1', '2']",1,0,1566,False,10
"['2', '3', '6', '5']",1,1,1566,False,10
"['5', '1', '4', '3']",0,2,1566,False,10
"['3', '3', '5', '4']",0,1,1566,False,10
"['2', '4', '4', '5']",0,1,1566,False,10
"['1', '5', '4', '4']",2,0,1566,False,10
"['1', '3', '6', '5']",1,2,6314,False,10
"['6', '5', '6', '4']",2,0,6314,False,10
"['5', '6', '5', '5']",0,1,6314,False,10
"['2', '5', '3', '4']",1,1,6314,False,10
"['6', '6', '5', '5']",1,0,6314,False,10
"['3', '6', '1', '3']",1,2,6314,False,10
"['5', '4', '6', '1']",0,3,6314,False,10
"['3', '5', '3', '2']",0,1,6314,False,10
"['4', '4', '3', '1']",0,3,6314,False,10
"['4', '5', '2', '2']",0,1,6314,False,10
"['2', '6', '1', '2']",1,1,1643,False,10
"['4', '6', '2', '3']",2,1,1643,False,10
"['5', '5', '2', '3']",1,0,1643,False,10
"['3', '3', '6', '5']",0,2,1643,False,10
"['4', '4', '2', '6']",0,2,1643,False,10
"['1', '3', '2', '5']",1,1,1643,False,10
"['2', '5', '1', '6']",0,2,1643,False,10
"['6', '4', '6', '3']",1,2,1643,False,10
"['4', '1', '6', '4']",0,3,1643,False,10
"['2', '4', '3', '2']",0,2,1643,False,10
"['1', '1', '3', '2']",1,2,2161,False,10
"['5', '1', '2', '6']",1,2,2161,False,10
"['4', '5', '3', '3']",0,0,2161,False,10
"['3', '1', '6', '3']",2,0,2161,False,10
"['2', '2', '1', '4']",1,1,2161,False,10
"['2', '2', '5', '3']",1,0,2161,False,10
"['3', '5', '3', '2']",0,1,2161,False,10
"['2', '2', '4', '4']",1,0,2161,False,10
"['5', '4', '1', '4']",0,1,2161,False,10
"['3', '2', '1', '4']",0,2,2161,False,10
"['6', '1', '1', '4']",3,0,6115,False,10
"['1', '4', '3', '3']",0,1,6115,False,10
"['3', '6', '6', '1']",0,2,6115,False,10
"['1', '6', '4', '2']",0,2,6115,False,10
"['4', '5', '6', '4']",0,2,6115,False,10
"['2', '3', '3', '2']",0,0,6115,False,10
"['3', '2', '3', '5']",1,0,6115,False,10
"['6', '4', '3', '1']",1,1,6115,False,10
"['2', '4', '5', '2']",0,1,6115,False,10
"['3', '2', '1', '4']",1,0,6115,False,10
"['1', '2', '6', '1']",0,1,4542,False,10
"['6', '5', '3', '3']",1,0,4542,False,10
"['5', '5', '6', '1']",1,0,4542,False,10
"['3', '4', '6', '5']",0,2,4542,False,10
"['3', '2', '1', '1']",0,1,4542,False,10
"['4', '6', '6', '2']",2,0,4542,False,10
"['4', '3', '6', '1']",1,0,4542,False,10
"['5', '1', '6', '6']",0,1,4542,False,10
"['3', '3', '2', '4']",0,2,4542,False,10
"['1', '4', '3', '1']",0,1,4542,False,10
"['2', '3', '5', '6']",0,2,3233,False,10
"['3', '3', '4', '1']",1,1,3233,False,10
"['1', '5', '3', '6']",1,0,3233,False,10
"['6', '4', '6', '2']",0,1,3233,False,10
"['2', '1', '5', '1']",0,1,3233,False,10
"['1', '3', '6', '1']",0,1,3233,False,10
"['3', '5', '2', '1']",1,1,3233,False,10
"['3', '6', '2', '2']",1,1,3233,False,10
"['1', '1', '1', '3']",1,0,3233,False,10
"['2', '4', '1', '4']",0,1,3233,False,10
"['4', '3', '5', '5']",0,0,2122,False,10
"['1', '5', '2', '6']",1,1,2122,False,10
"['1', '4', '4', '3']",0,1,2122,False,10
"['3', '3', '6', '3']",0,0,2122,False,10
"['4', '4', '4', '2']",1,0,2122,False,10
"['4', '3', '2', '1']",1,1,2122,False,10
"['2', '3', '1', '3']",1,1,2122,False,10
"['4', '4', '2', '6']",1,0,2122,False,10
"['3', '1', '4', '5']",1,0,2122,False,10
"['5', '4', '3', '3']",0,0,2122,False,10
"['6', '2', '5', '2']",0,1,1464,False,10
"['6', '2', '5', '1']",0,2,1464,False,10
"['2', '6', '2', '3']",0,1,1464,False,10
"['3', '2', '2', '4']",1,0,1464,False,10
"['4', '1', '2', '3']",0,2,1464,False,10
"['3', '6', '1', '3']",0,2,1464,False,10
"['1', '1', '5', '3']",1,0,1464,False,10
"['6', '5', '5', '2']",0,1,1464,False,10
"['5', '2', '1', '6']",0,2,1464,False,10
"['6', '5', '6', '6']",1,0,1464,False,10
"['4', '6', '5', '1']",1,0,5553,False,10
"['4', '5', '5', '6']",2,0,5553,False,10
"['1', '6', '6', '3']",1,0,5553,False,10
"['1', '5', '2', '6']",1,0,5553,False,10
"['2', '5', '1', '4']",1,0,5553,False,10
"['1', '6', '4', '3']",1,0,5553,False,10
"['4', '6', '6', '5']",0,1,5553,False,10
"['2', '4', '4', '5']",0,1,5553,False,10
"['5', '4', '1', '1']",1,0,5553,False,10
"['1', '5', '5', '6']",2,0,5553,False,10
"['5', '5', '3', '2']",2,0,5433,False,10
"['6', '1', '3', '5']",1,1,5433,False,10
"['3', '5', '5', '4']",0,3,5433,False,10
"['2', '2', '1', '4']",0,1,5433,False,10
"['4', '5', '2', '6']",0,2,5433,False,10
"['1', '5', '5', '6']",0,1,5433,False,10
"['4', '1', '4', '3']",1,1,5433,False,10
"['6', '5', '4', '6']",0,2,5433,False,10
"['6', '5', '5', '4']",0,2,5433,False,10
"['1', '1', '5', '4']",0,2,5433,False,10
"['4', '6', '1', '5']",1,2,2516,False,10
"['4', '3', '5', '6']",1,1,2516,False,10
"['5', '2', '4', '5']",0,2,2516,False,10
"['4', '3', '3', '2']",0,1,2516,False,10
"['3', '5', '5', '2']",1,1,2516,False,10
"['5', '4', '4', '3']",0,1,2516,False,10
"['6', '6', '6', '6']",1,0,2516,False,10
"['3', '2', '3', '6']",1,1,2516,False,10
"['2', '4', '1', '5']",2,1,2516,False,10
"['4', '4', '4', '3']",0,0,2516,False,10
"['3', '1', '2', '1']",1,0,3634,False,10
"['5', '3', '4', '5']",0,2,3634,False,10
"['5', '2', '3', '3']",1,1,3634,False,10
"['6', '4', '2', '1']",0,2,3634,False,10
"['2', '2', '5', '5']",0,0,3634,False,10
"['3', '4', '6', '1']",1,2,3634,False,10
"['1', '4', '4', '1']",0,1,3634,False,10
"['4', '2', '3', '5']",1,1,3634,False,10
"['5', '6', '2', '1']",1,0,3634,False,10
"['2', '4', '6', '6']",0,2,3634,False,10
"['6', '3', '2', '4']",1,1,3222,False,10
"['2', '2', '6', '5']",1,1,3222,False,10
"['2', '1', '3', '2']",1,2,3222,False,10
"['4', '5', '3', '6']",0,1,3222,False,10
"['2', '1', '3', '5']",0,2,3222,False,10
"['3', '6', '2', '6']",2,0,3222,False,10
"['4', '3', '3', '3']",0,1,3222,False,10
"['6', '6', '1', '2']",1,0,3222,False,10
"['5', '3', '5', '1']",0,1,3222,False,10
"['6', '3', '1', '5']",0,1,3222,False,10
"['3', '6', '2', '5']",0,2,5464,False,10
"['5', '1', '5', '5']",1,0,5464,False,10
"['4', '4', '5', '3']",1,2,5464,False,10
"['2', '1', '3', '4']",1,0,5464,False,10
"['5', '6', '5', '2']",1,1,5464,False,10
"['4', '2', '5', '2']",0,2,5464,False,10
"['3', '5', '2', '4']",1,1,5464,False,10
"['6', '1', '1', '1']",0,1,5464,False,10
"['6', '2', '5', '4']",1,2,5464,False,10
"['2', '2', '5', '2']",0,1,5464,False,10
"['5', '5', '1', '5']",0,1,2431,False,10
"['6', '6', '5', '3']",0,1,2431,False,10
"['4', '5', '6', '6']",0,1,2431,False,10
"['4', '3', '4', '2']",0,3,2431,False,10
"['6', '2', '4', '6']",0,2,2431,False,10
"['5', '5', '5', '2']",0,1,2431,False,10
"['2', '5', '6', '4']",1,1,2431,False,10
"['5', '2', '5', '3']",0,2,2431,False,10
"['2', '4', '2', '3']",2,1,2431,False,10
"['5', '6', '1', '2']",0,2,2431,False,10
"['5', '6', '1', '6']",0,2,1125,False,10
"['1', '6', '6', '2']",1,1,1125,False,10
"['6', '2', '2', '2']",1,0,1125,False,10
"['3', '5', '6', '3']",0,1,1125,False,10
"['4', '1', '4', '4']",1,0,1125,False,10
"['2', '1', '3', '4']",1,1,1125,False,10
"['1', '6', '1', '4']",1,1,1125,False,10
"['3', '4', '6', '6']",0,0,1125,False,10
"['2', '2', '6', '3']",0,1,1125,False,10
"['2', '4', '4', '4']",0,1,1125,False,10
"['2', '5', '4', '1']",0,1,3664,False,10
"['2', '4', '4', '6']",0,2,3664,False,10
"['4', '5', '4', '3']",0,2,3664,False,10
"['3', '1', '2', '1']",1,0,3664,False,10
"['5', '2', '2', '2']",0,0,3664,False,10
"['2', '3', '2', '4']",1,1,3664,False,10
"['3', '3', '1', '2']",1,0,3664,False,10
"['6', '2', '3', '3']",0,2,3664,False,10
"['6', '1', '6', '6']",1,1,3664,False,10
"['6', '6', '3', '6']",1,2,3664,False,10
"['2', '6', '6', '4']",0,2,1142,False,10
"['3', '3', '2', '6']",0,1,1142,False,10
"['3', '2', '5', '4']",0,2,1142,False,10
"['3', '2', '5', '2']",1,0,1142,False,10
"['3', '5', '1', '3']",0,1,1142,False,10
"['5', '4', '4', '4']",1,0,1142,False,10
"['2', '5', '4', '1']",1,2,1142,False,10
"['5', '1', '6', '6']",1,0,1142,False,10
"['6', '2', '3', '6']",0,1,1142,False,10
"['4', '2', '5', '4']",0,2,1142,False,10
"['3', '3', '3', '4']",0,2,6413,False,10
"['2', '3', '5', '4']",0,2,6413,False,10
"['5', '4', '5', '6']",1,1,6413,False,10
"['6', '6', '4', '4']",1,1,6413,False,10
"['4', '5', '1', '1']",1,1,6413,False,10
"['4', '6', '4', '2']",0,2,6413,False,10
"['5', '1', '6', '3']",1,2,6413,False,10
"['4', '6', '6', '6']",0,2,6413,False,10
"['5', '3', '6', '3']",1,1,6413,False,10
"['6', '5', '2', '3']",2,0,6413,False,10
"['1', '6', '6', '3']",0,2,3551,False,10
"['4', '4', '4', '3']",0,1,3551,False,10
"['3', '1', '4', '4']",1,1,3551,False,10
"['3', '3', '6', '2']",1,0,3551,False,10
"['4', '6', '1', '4']",0,1,3551,False,10
"['3', '1', '6', '3']",1,1,3551,False,10
"['3', '1', '3', '3']",1,1,3551,False,10
"['4', '5', '5', '3']",2,1,3551,False,10
"['2', '4', '6', '2']",0,0,3551,False,10
"['5', '5', '1', '4']",1,2,3551,False,10
"['3', '5', '6', '2']",1,1,6163,False,10
"['5', '3', '4', '6']",0,2,6163,False,10
"['2', '5', '6', '4']",1,0,6163,False,10
"['3', '3', '1', '4']",0,2,6163,False,10
"['1', '5', '1', '5']",0,1,6163,False,10
"['4', '3', '1', '1']",0,2,6163,False,10
"['5', '3', '4', '2']",0,1,6163,False,10
"['5', '5', '3', '6']",0,2,6163,False,10
"['2', '6', '5', '6']",0,2,6163,False,10
"['2', '6', '1', '4']",0,2,6163,False,10
"['2', '5', '1', '4']",0,1,3635,False,10
"['1', '2', '1', '6']",0,1,3635,False,10
"['2', '3', '2', '4']",0,1,3635,False,10
"['6', '4', '1', '4']",0,1,3635,False,10
"['5', '5', '3', '6']",1,2,3635,False,10
"['5', '4', '2', '1']",0,1,3635,False,10
"['6', '2', '4', '6']",0,1,3635,False,10
"['2', '5', '4', '6']",0,2,3635,False,10
"['4', '4', '1', '3']",0,1,3635,False,10
"['2', '2', '4', '2']",0,0,3635,False,10
"['4', '4', '4', '1']",1,1,4123,False,10
"['5', '1', '2', '3']",3,0,4123,False,10
"['1', '3', '4', '3']",1,2,4123,False,10
"['2', '1', '1', '1']",1,1,4123,False,10
"['3', '5', '5', '2']",0,2,4123,False,10
"['3', '1', '4', '1']",1,2,4123,False,10
"['2', '3', '1', '3']",1,2,4123,False,10
"['2', '3', '5', '3']",1,1,4123,False,10
"['3', '3', '2', '3']",2,0,4123,False,10
"['2', '5', '5', '6']",0,1,4123,False,10
"['4', '1', '4', '5']",0,0,6262,False,10
"['3', '6', '1', '4']",0,1,6262,False,10
"['3', '4', '4', '5']",0,0,6262,False,10
"['6', '4', '3', '1']",1,0,6262,False,10
"['3', '1', '2', '1']",0,1,6262,False,10
"['1', '3', '5', '1']",0,0,6262,False,10
"['6', '6', '6', '2']",3,0,6262,False,10
"['2', '4', '6', '2']",2,1,6262,False,10
"['5', '3', '6', '1']",1,0,6262,False,10
"['4', '2', '6', '1']",2,0,6262,False,10
"['6', '5', '5', '5']",3,0,6355,False,10
"['4', '4', '6', '2']",0,1,6355,False,10
"['6', '1', '4', '5']",2,0,6355,False,10
"['5', '4', '3', '3']",0,2,6355,False,10
"['6', '3', '1', '6']",2,0,6355,False,10
"['1', '5', '6', '6']",0,2,6355,False,10
"['6', '1', '2', '5']",2,0,6355,False,10
"['4', '2', '1', '6']",0,1,6355,False,10
"['1', '1', '3', '2']",0,1,6355,False,10
"['2', '4', '2', '2']",0,0,6355,False,10
"['4', '5', '4', '1']",1,2,4455,False,10
"['3', '3', '4', '2']",0,1,4455,False,10
"['2', '6', '6', '3']",0,0,4455,False,10
"['4', '6', '2', '1']",1,0,4455,False,10
"['4', '5', '4', '2']",1,2,4455,False,10
"['3', '4', '5', '6']",2,0,4455,False,10
"['4', '6', '1', '3']",1,0,4455,False,10
"['4', '5', '1', '6']",1,1,4455,False,10
"['5', '5', '6', '4']",0,3,4455,False,10
"['5', '2', '4', '2']",0,2,4455,False,10
"['1', '3', '4', '1']",1,2,3421,False,10
"['4', '2', '1', '5']",0,3,3421,False,10
"['4', '4', '6', '1']",2,0,3421,False,10
"['4', '3', '5', '2']",0,3,3421,False,10
"['3', '3', '6', '3']",1,0,3421,False,10
"['1', '1', '1', '2']",0,2,3421,False,10
"['3', '2', '5', '6']",1,1,3421,False,10
"['3', '1', '3', '2']",1,2,3421,False,10
"['3', '4', '3', '1']",3,0,3421,False,10
"['6', '2', '5', '4']",0,2,3421,False,10
"['6', '4', '6', '5']",0,3,4646,False,10
"['5', '1', '5', '3']",0,0,4646,False,10
"['5', '2', '6', '5']",0,1,4646,False,10
"['3', '6', '2', '6']",2,0,4646,False,10
"['1', '3', '2', '5']",0,0,4646,False,10
"['3', '4', '5', '4']",0,2,4646,False,10
"['5', '1', '3', '2']",0,0,4646,False,10
"['1', '6', '1', '5']",1,0,4646,False,10
"['2', '2', '3', '5']",0,0,4646,False,10
"['5', '4', '4', '6']",2,1,4646,False,10
"['1', '6', '4', '2']",1,2,4661,False,10
"['1', '2', '6', '2']",1,1,4661,False,10
"['6', '2', '4', '2']",0,2,4661,False,10
"['3', '6', '2', '1']",2,0,4661,False,10
"['6', '3', '3', '2']",0,1,4661,False,10
"['5', '2', '5', '1']",1,0,4661,False,10
"['1', '2', '5', '1']",1,0,4661,False,10
"['5', '4', '2', '2']",0,1,4661,False,10
"['4', '6', '5', '6']",2,1,4661,False,10
"['6', '5', '2', '3']",0,1,4661,False,10
"['4', '1', '6', '4']",2,0,4111,False,10
"['2', '2', '4', '5']",0,1,4111,False,10
"['6', '5', '1', '4']",1,1,4111,False,10
"['3', '1', '6', '2']",1,0,4111,False,10
"['1', '6', '4', '5']",0,2,4111,False,10
"['1', '5', '2', '2']",0,1,4111,False,10
"['5', '5', '3', '3']",0,0,4111,False,10
"['5', '3', '5', '2']",0,0,4111,False,10
"['6', '5', '5', '2']",0,0,4111,False,10
"['5', '2', '3', '5']",0,0,4111,False,10
"['2', '1', '2', '6']",1,1,2415,False,10
"['2', '3', '5', '2']",1,1,2415,False,10
"['1', '1', '6', '4']",0,2,2415,False,10
"['5', '6', '6', '4']",0,2,2415,False,10
"['5', '1', '5', '6']",0,2,2415,False,10
"['3', '6', '4', '5']",1,1,2415,False,10
"['3', '1', '6', '5']",1,1,2415,False,10
"['4', '1', '6', '1']",0,2,2415,False,10
"['2', '6', '3', '4']",1,1,2415,False,10
"['4', '3', '6', '2']",0,2,2415,False,10
"['2', '2', '5', '3']",0,1,6124,False,10
"['4', '1', '2', '6']",2,2,6124,False,10
"['6', '1', '1', '4']",3,0,6124,False,10
"['3', '5', '6', '1']",0,2,6124,False,10
"['3', '6', '5', '6']",0,1,6124,False,10
"['6', '5', '4', '6']",1,1,6124,False,10
"['5', '5', '6', '5']",0,1,6124,False,10
"['3', '6', '3', '3']",0,1,6124,False,10
"['2', '6', '5', '3']",0,2,6124,False,10
"['4', '1', '5', '6']",1,2,6124,False,10
"['6', '2', '1', '2']",1,1,4611,False,10
"['6', '3', '2', '3']",0,1,4611,False,10
"['4', '6', '6', '1']",3,0,4611,False,10
"['2', '6', '3', '4']",1,1,4611,False,10
"['2', '6', '1', '1']",3,0,4611,False,10
"['5', '6', '5', '4']",1,1,4611,False,10
"['6', '3', '4', '6']",0,2,4611,False,10
"['3', '2', '6', '3']",0,1,4611,False,10
"['6', '1', '2', '1']",1,2,4611,False,10
"['4', '1', '4', '1']",2,1,4611,False,10
"['6', '3', '1', '5']",0,2,3624,False,10
"['6', '2', '3', '2']",0,3,3624,False,10
"['1', '6', '6', '2']",1,1,3624,False,10
"['3', '2', '1', '3']",1,1,3624,False,10
"['6', '6', '4', '6']",1,1,3624,False,10
"['1', '2', '1', '1']",0,1,3624,False,10
"['1', '4', '3', '3']",0,2,3624,False,10
"['4', '3', '1', '1']",0,2,3624,False,10
"['3', '4', '1', '4']",2,0,3624,False,10
"['5', '3', '2', '1']",1,1,3624,False,10
"['2', '1', '2', '3']",2,0,4523,False,10
"['1', '5', '1', '1']",1,0,4523,False,10
"['2', '1', '4', '1']",0,2,4523,False,10
"['4', '4', '1', '2']",1,1,4523,False,10
"['4', '6', '2', '1']",2,0,4523,False,10
"['6', '6', '1', '2']",0,1,4523,False,10
"['6', '3', '2', '6']",1,1,4523,False,10
"['6', '4', '4', '4']",0,1,4523,False,10
"['2', '3', '3', '1']",0,2,4523,False,10
"['3', '4', '2', '4']",1,2,4523,False,10
"['2', '1', '4', '5']",1,1,2634,False,10
"['3', '3', '2', '2']",0,2,2634,False,10
"['2', '4', '6', '3']",1,3,2634,False,10
"['4', '1', '2', '5']",0,2,2634,False,10
"['6', '2', '3', '1']",1,2,2634,False,10
"['4', '6', '3', '2']",2,2,2634,False,10
"['4', '2', '5', '4']",1,1,2634,False,10
"['3', '5', '6', '1']",0,2,2634,False,10
"['5', '6', '4', '6']",1,1,2634,False,10
"['2', '5', '6', '6']",1,1,2634,False,10
"['1', '1', '3', '6']",0,1,2462,False,10
"['6', '5', '6', '4']",1,1,2462,False,10
"['4', '4', '1', '1']",1,0,2462,False,10
"['5', '1', '4', '3']",0,1,2462,False,10
"['2', '6', '2', '6']",1,2,2462,False,10
"['5', '6', '2', '3']",0,2,2462,False,10
"['1', '3', '5', '3']",0,0,2462,False,10
"['5', '3', '6', '2']",2,0,2462,False,10
"['4', '5', '5', '3']",0,1,2462,False,10
"['3', '3', '4', '6']",0,2,2462,False,10
"['2', '3', '6', '2']",0,1,5211,False,10
"['2', '3', '6', '3']",0,1,5211,False,10
"['4', '2', '1', '2']",2,0,5211,False,10
"['2', '4', '2', '3']",0,1,5211,False,10
"['6', '5', '3', '5']",0,1,5211,False,10
"['2', '2', '3', '2']",1,0,5211,False,10
"['1', '2', '4', '2']",1,1,5211,False,10
"['2', '6', '2', '2']",0,1,5211,False,10
"['5', '4', '4', '5']",1,0,5211,False,10
"['6', '5', '4', '4']",0,1,5211,False,10
"['1', '6', '3', '5']",1,1,4614,False,10
"['5', '3', '3', '1']",0,1,4614,False,10
"['2', '3', '1', '3']",1,0,4614,False,10
"['6', '4', '3', '6']",0,2,4614,False,10
"['3', '6', '2', '3']",1,0,4614,False,10
"['6', '1', '6', '1']",0,2,4614,False,10
"['1', '5', '4', '1']",0,2,4614,False,10
"['1', '2', '6', '4']",1,2,4614,False,10
"['6', '4', '3', '1']",0,3,4614,False,10
"['5', '5', '1', '1']",1,0,4614,False,10
"['2', '6', '2', '4']",2,1,2244,False,10
"['4', '2', '2', '2']",1,2,2244,False,10
"['5', '4', '4', '6']",1,1,2244,False,10
"['3', '3', '2', '3']",0,1,2244,False,10
"['1', '3', '4', '2']",1,1,2244,False,10
"['1', '5', '4', '2']",1,1,2244,False,10
"['5', '6', '2', '5']",0,1,2244,False,10
"['3', '3', '5', '3']",0,0,2244,False,10
"['1', '1', '6', '1']",0,0,2244,False,10
"['4', '4', '6', '5']",0,2,2244,False,10
"['5', '5', '2', '2']",1,1,6452,False,10
"['2', '1', '6', '1']",0,2,6452,False,10
"['4', '4', '1', '1']",1,0,6452,False,10
"['1', '5', '2', '3']",0,2,6452,False,10
"['1', '4', '1', '6']",1,1,6452,False,10
"['6', '3', '2', '1']",1,1,6452,False,10
"['2', '2', '5', '2']",2,0,6452,False,10
"['4', '3', '5', '6']",1,2,6452,False,10
"['3', '3', '2', '3']",0,1,6452,False,10
"['4', '5', '2', '4']",0,3,6452,False,10
"['6', '4', '5', '1']",0,2,4345,False,10
"['1', '6', '2', '2']",0,0,4345,False,10
"['6', '4', '2', '5']",1,1,4345,False,10
"['1', '5', '6', '6']",0,1,4345,False,10
"['5', '2', '4', '2']",1,1,4345,False,10
"['6', '2', '1', '3']",0,1,4345,False,10
"['3', '4', '2', '3']",0,2,4345,False,10
"['1', '5', '3', '6']",0,2,4345,False,10
"['6', '3', '5', '4']",1,2,4345,False,10
"['5', '6', '1', '2']",0,1,4345,False,10
"['3', '2', '3', '1']",1,2,2333,False,10
"['1', '3', '3', '4']",2,0,2333,False,10
"['3', '4', '6', '1']",0,1,2333,False,10
"['3', '6', '5', '5']",0,1,2333,False,10
"['3', '3', '3', '3']",3,0,2333,False,10
"['3', '4', '1', '2']",0,2,2333,False,10
"['4', '4', '1', '2']",0,1,2333,False,10
"['5', '5', '2', '2']",0,1,2333,False,10
"['5', '1', '3', '3']",2,0,2333,False,10
"['5', '4', '4', '1']",0,0,2333,False,10
"['2', '6', '1', '5']",0,3,5321,False,10
"['2', '6', '1', '5']",0,3,5321,False,10
"['6', '5', '2', '1']",2,1,5321,False,10
"['3', '3', '6', '1']",2,0,5321,False,10
"['3', '4', '5', '2']",0,3,5321,False,10
"['3', '3', '4', '2']",1,1,5321,False,10
"['1', '5', '6', '3']",0,3,5321,False,10
"['6', '3', '5', '5']",1,1,5321,False,10
"['2', '4', '2', '4']",1,0,5321,False,10
"['1', '6', '5', '6']",0,2,5321,False,10
"['6', '6', '6', '4']",0,0,2225,False,10
"['6', '2', '2', '2']",2,1,2225,False,10
"['1', '5', '5', '4']",0,1,2225,False,10
"['5', '4', '4', '5']",1,0,2225,False,10
"['2', '3', '6', '1']",1,0,2225,False,10
"['2', '1', '4', '2']",1,1,2225,False,10
"['1', '6', '4', '1']",0,0,2225,False,10
"['6', '2', '4', '5']",2,0,2225,False,10
"['4', '4', '6', '3']",0,0,2225,False,10
"['6', '1', '5', '6']",0,1,2225,False,10
"['4', '2', '1', '6']",0,2,1534,False,10
"['1', '3', '2', '3']",1,1,1534,False,10
"['4', '2', '3', '4']",2,0,1534,False,10
"['1', '2', '1', '2']",1,0,1534,False,10
"['3', '6', '4', '5']",0,3,1534,False,10
"['6', '3', '2', '2']",0,1,1534,False,10
"['2', '5', '6', '1']",1,1,1534,False,10
"['2', '4', '4', '6']",0,1,1534,False,10
"['1', '1', '2', '3']",1,1,1534,False,10
"['1', '5', '5', '2']",2,0,1534,False,10
"['2', '5', '6', '6']",1,0,1533,False,10
"['2', '2', '4', '4']",0,0,1533,False,10
"['1', '3', '3', '5']",2,2,1533,False,10
"['2', '6', '3', '4']",1,0,1533,False,10
"['3', '1', '2', '5']",0,3,1533,False,10
"['3', '3', '5', '5']",0,3,1533,False,10
"['5', '4', '5', '5']",0,1,1533,False,10
"['4', '3', '2', '4']",0,1,1533,False,10
"['3', '1', '6', '4']",0,2,1533,False,10
"['4', '2', '1', '1']",0,1,1533,False,10
"['3', '2', '4', '6']",1,2,2234,False,10
"['3', '1', '3', '2']",1,1,2234,False,10
"['5', '4', '2', '4']",1,1,2234,False,10
"['6', '4', '6', '1']",0,1,2234,False,10
"['4', '2', '4', '5']",1,1,2234,False,10
"['1', '3', '1', '2']",0,2,2234,False,10
"['6', '4', '6', '1']",0,1,2234,False,10
"['6', '1', '6', '5']",0,0,2234,False,10
"['1', '1', '6', '5']",0,0,2234,False,10
"['6', '3', '1', '1']",0,1,2234,False,10
"['4', '1', '5', '3']",0,1,1616,False,10
"['6', '1', '5', '5']",0,2,1616,False,10
"['6', '1', '6', '6']",1,2,1616,False,10
"['5', '3', '3', '5']",0,0,1616,False,10
"['6', '3', '1', '6']",2,1,1616,False,10
"['2', '5', '4', '1']",0,1,1616,False,10
"['3', '2', '3', '2']",0,0,1616,False,10
"['1', '3', '4', '1']",1,1,1616,False,10
"['5', '4', '2', '5']",0,0,1616,False,10
"['4', '1', '2', '6']",1,1,1616,False,10
"['6', '3', '5', '4']",1,1,3363,False,10
"['2', '6', '6', '4']",1,0,3363,False,10
"['5', '4', '5', '5']",0,0,3363,False,10
"['5', '4', '4', '5']",0,0,3363,False,10
"['4', '5', '3', '2']",0,1,3363,False,10
"['3', '5', '5', '1']",1,0,3363,False,10
"['4', '4', '3', '1']",0,1,3363,False,10
"['2', '1', '4', '2']",0,0,3363,False,10
"['6', '1', '2', '4']",0,1,3363,False,10
"['6', '5', '3', '3']",1,2,3363,False,10
"['2', '3', '1', '5']",0,1,5656,False,10
"['1', '1', '5', '1']",1,0,5656,False,10
"['6', '6', '1', '1']",1,1,5656,False,10
"['6', '3', '1', '5']",0,2,5656,False,10
"['1', '5', '4', '2']",0,1,5656,False,10
"['1', '5', '3', '1']",0,1,5656,False,10
"['1', '4', '6', '5']",0,2,5656,False,10
"['2', '3', '4', '4']",0,0,5656,False,10
"['4', '3', '4', '6']",1,0,5656,False,10
"['4', '4', '4', '5']",0,1,5656,False,10
"['6', '4', '2', '6']",1,2,2636,False,10
"['4', '1', '6', '6']",1,1,2636,False,10
"['3', '3', '1', '2']",0,2,2636,False,10
"['1', '5', '4', '3']",0,1,2636,False,10
"['1', '6', '2', '6']",2,1,2636,False,10
"['5', '5', '6', '3']",0,2,2636,False,10
"['6', '6', '6', '3']",1,2,2636,False,10
"['5', '3', '6', '3']",0,2,2636,False,10
"['4', '4', '5', '3']",0,1,2636,False,10
